genotype_id,family,stage,site,season,rep,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance,tree_vigor,yield_kg,fruit_length_mm,fruit_width_mm,shelf_life_days,shape_index
MNG-2020-0025,Cross_16,Seedling,Hoedspruit_A,2024-2025,1,340.94,17.5,3.0,1.56,7.0,6.0,77.04,133.18,81.23,17.49,1.64
MNG-2020-0025,Cross_16,Seedling,Hoedspruit_A,2024-2025,2,332.16,18.35,4.0,,7.0,5.0,84.37,140.98,75.99,15.9,1.86
MNG-2020-0025,Cross_16,Seedling,Hoedspruit_A,2024-2025,3,334.39,17.74,4.0,4.38,6.0,6.0,85.4,131.04,70.98,13.66,1.85
MNG-2020-0006,Cross_15,Phase_2,Hoedspruit_A,2024-2025,1,323.1,14.92,7.0,1.94,1.0,6.0,78.18,128.8,,13.2,
MNG-2020-0006,Cross_15,Phase_2,Hoedspruit_A,2024-2025,2,332.14,17.76,7.0,1.14,2.0,5.0,97.07,112.02,85.27,13.81,1.31
MNG-2020-0006,Cross_15,Phase_2,Hoedspruit_A,2024-2025,3,350.06,14.95,8.0,1.67,3.0,5.0,73.38,117.07,82.84,11.46,1.41
MNG-2019-0028,Cross_08,Advanced,Hoedspruit_A,2024-2025,1,323.98,15.54,7.0,4.63,4.0,6.0,74.6,80.65,70.58,13.57,1.14
MNG-2019-0028,Cross_08,Advanced,Hoedspruit_A,2024-2025,2,346.87,15.7,6.0,5.43,3.0,,75.66,,68.2,10.79,
MNG-2022-0002,Cross_14,Advanced,Hoedspruit_A,2024-2025,2,326.87,11.73,7.0,6.4,6.0,4.0,83.47,101.77,83.11,14.41,1.22
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_A,2024-2025,1,362.19,15.25,6.0,4.11,6.0,4.0,90.08,98.93,85.82,17.46,1.15
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_A,2024-2025,2,355.64,14.41,5.0,,5.0,5.0,84.29,107.72,79.18,14.83,1.36
MNG-2020-0003,Cross_04,Phase_1,Hoedspruit_A,2024-2025,1,376.49,17.08,6.0,2.84,4.0,5.0,81.14,122.79,84.75,14.04,1.45
MNG-2020-0003,Cross_04,Phase_1,Hoedspruit_A,2024-2025,2,379.01,15.31,7.0,3.34,4.0,5.0,57.18,96.13,90.36,12.71,1.06
MNG-2020-0003,Cross_04,Phase_1,Hoedspruit_A,2024-2025,3,384.67,15.15,7.0,3.71,3.0,5.0,74.04,105.74,88.82,14.4,1.19
MNG-2021-0039,Cross_11,Seedling,Hoedspruit_A,2024-2025,1,315.79,15.47,6.0,3.0,3.0,6.0,52.45,94.71,75.32,16.23,1.26
MNG-2021-0039,Cross_11,Seedling,Hoedspruit_A,2024-2025,2,336.15,15.04,6.0,2.61,4.0,5.0,82.5,84.83,82.1,18.76,1.03
MNG-2021-0039,Cross_11,Seedling,Hoedspruit_A,2024-2025,3,327.95,16.87,7.0,3.9,5.0,4.0,49.08,89.21,83.49,17.63,1.07
MNG-2020-0010,Cross_17,Seedling,Hoedspruit_A,2024-2025,1,391.85,16.5,5.0,5.01,5.0,6.0,71.6,85.07,79.0,14.45,1.08
MNG-2020-0010,Cross_17,Seedling,Hoedspruit_A,2024-2025,2,317.73,16.3,4.0,5.6,2.0,7.0,62.95,98.36,74.03,12.44,1.33
MNG-2021-0009,Cross_12,Phase_2,Hoedspruit_A,2024-2025,1,395.81,12.37,6.0,3.92,6.0,5.0,29.5,87.3,72.6,16.39,1.2
MNG-2021-0009,Cross_12,Phase_2,Hoedspruit_A,2024-2025,2,378.57,12.68,5.0,3.79,5.0,5.0,58.21,94.16,68.19,14.33,1.38
MNG-2021-0009,Cross_12,Phase_2,Hoedspruit_A,2024-2025,3,377.47,12.6,5.0,2.59,5.0,6.0,39.46,89.21,78.75,14.76,1.13
MNG-2021-0003,Cross_14,Phase_2,Hoedspruit_A,2024-2025,1,393.61,16.18,6.0,4.95,6.0,4.0,29.58,109.74,65.21,18.25,1.68
MNG-2021-0003,Cross_14,Phase_2,Hoedspruit_A,2024-2025,2,446.74,16.51,6.0,5.48,8.0,4.0,39.24,111.42,71.85,17.39,1.55
MNG-2020-0032,Cross_16,Phase_1,Hoedspruit_A,2024-2025,1,344.82,11.99,9.0,2.73,4.0,6.0,66.45,119.79,78.62,16.63,1.52
MNG-2020-0032,Cross_16,Phase_1,Hoedspruit_A,2024-2025,3,362.35,13.07,6.0,3.23,5.0,6.0,75.95,120.44,86.39,16.93,1.39
MNG-2020-0005,Cross_13,Phase_2,Hoedspruit_A,2024-2025,1,365.12,11.7,5.0,4.23,5.0,6.0,71.71,121.99,73.84,13.11,1.65
MNG-2020-0005,Cross_13,Phase_2,Hoedspruit_A,2024-2025,2,332.81,,4.0,3.6,4.0,7.0,82.85,110.83,82.77,12.6,1.34
MNG-2020-0005,Cross_13,Phase_2,Hoedspruit_A,2024-2025,3,322.91,11.2,5.0,4.24,4.0,8.0,71.07,126.53,86.37,13.65,1.46
MNG-2021-0022,Cross_05,Phase_2,Hoedspruit_A,2024-2025,2,253.47,15.86,5.0,4.28,5.0,3.0,61.14,122.32,82.92,14.78,1.48
MNG-2021-0022,Cross_05,Phase_2,Hoedspruit_A,2024-2025,3,248.16,15.67,5.0,3.39,5.0,4.0,77.69,137.93,66.6,14.97,2.07
MNG-2019-0038,Cross_05,Elite,Hoedspruit_A,2024-2025,1,351.69,16.05,6.0,6.38,4.0,6.0,66.29,105.81,70.15,15.62,1.51
MNG-2019-0038,Cross_05,Elite,Hoedspruit_A,2024-2025,2,355.34,15.63,7.0,4.71,5.0,5.0,53.6,110.13,66.17,16.13,1.66
MNG-2022-0006,Cross_17,Seedling,Hoedspruit_A,2024-2025,1,299.6,14.62,3.0,5.26,5.0,3.0,59.87,69.39,67.73,12.12,1.02
MNG-2022-0006,Cross_17,Seedling,Hoedspruit_A,2024-2025,2,291.33,13.82,4.0,4.68,3.0,3.0,64.1,98.61,77.92,12.75,1.27
MNG-2020-0015,Cross_18,Seedling,Hoedspruit_A,2024-2025,1,351.93,15.44,6.0,2.4,4.0,4.0,81.0,101.23,79.08,15.43,1.28
MNG-2020-0015,Cross_18,Seedling,Hoedspruit_A,2024-2025,2,335.65,16.74,4.0,1.47,4.0,6.0,79.83,94.03,84.08,13.57,1.12
MNG-2021-0018,Cross_01,Phase_2,Hoedspruit_A,2024-2025,1,346.09,14.75,8.0,2.35,5.0,7.0,85.61,95.22,84.62,13.63,1.13
MNG-2021-0018,Cross_01,Phase_2,Hoedspruit_A,2024-2025,2,341.72,15.66,8.0,3.29,6.0,6.0,83.75,,85.6,14.46,
MNG-2021-0018,Cross_01,Phase_2,Hoedspruit_A,2024-2025,3,359.31,14.48,8.0,4.22,6.0,7.0,95.45,103.44,78.24,14.02,1.32
MNG-2022-0030,Cross_07,Seedling,Hoedspruit_A,2024-2025,2,379.02,15.08,8.0,2.48,1.0,5.0,33.57,109.72,75.7,13.71,1.45
MNG-2022-0030,Cross_07,Seedling,Hoedspruit_A,2024-2025,3,394.2,15.37,8.0,4.22,4.0,5.0,39.55,111.31,70.6,13.49,1.58
MNG-2021-0021,Cross_20,Advanced,Hoedspruit_A,2024-2025,1,358.55,16.81,4.0,1.65,3.0,5.0,54.05,113.94,81.69,19.29,1.39
MNG-2021-0021,Cross_20,Advanced,Hoedspruit_A,2024-2025,2,344.02,16.99,5.0,1.78,3.0,6.0,48.42,118.97,77.37,17.09,1.54
MNG-2021-0021,Cross_20,Advanced,Hoedspruit_A,2024-2025,3,330.56,16.35,5.0,3.02,3.0,5.0,64.78,113.37,75.83,16.7,1.5
MNG-2018-0011,Cross_11,Phase_1,Hoedspruit_A,2024-2025,1,400.41,13.42,4.0,4.01,4.0,6.0,96.75,108.33,77.13,14.3,1.4
MNG-2018-0011,Cross_11,Phase_1,Hoedspruit_A,2024-2025,2,361.45,13.26,4.0,3.77,4.0,4.0,73.66,98.88,86.42,13.98,1.14
MNG-2022-0009,Cross_07,Seedling,Hoedspruit_A,2024-2025,1,354.59,17.42,4.0,3.77,7.0,7.0,58.31,109.55,65.49,14.01,1.67
MNG-2022-0009,Cross_07,Seedling,Hoedspruit_A,2024-2025,2,357.53,16.92,5.0,3.39,4.0,8.0,53.36,116.98,69.58,,1.68
MNG-2022-0018,Cross_04,Phase_1,Hoedspruit_A,2024-2025,1,356.37,13.08,5.0,5.74,4.0,6.0,77.68,92.81,77.49,15.29,1.2
MNG-2022-0018,Cross_04,Phase_1,Hoedspruit_A,2024-2025,2,,13.4,4.0,5.56,4.0,6.0,77.46,111.49,92.24,13.91,1.21
MNG-2021-0023,Cross_06,Seedling,Hoedspruit_A,2024-2025,1,361.97,13.98,,1.34,5.0,5.0,65.75,111.84,81.06,12.78,1.38
MNG-2021-0023,Cross_06,Seedling,Hoedspruit_A,2024-2025,2,379.19,14.64,6.0,2.64,6.0,6.0,43.54,111.91,68.9,11.78,1.62
MNG-2021-0023,Cross_06,Seedling,Hoedspruit_A,2024-2025,3,358.53,16.35,,0.83,4.0,5.0,50.74,107.7,73.17,14.75,1.47
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_A,2024-2025,1,316.36,17.69,4.0,4.41,5.0,5.0,74.33,,79.39,13.36,
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_A,2024-2025,2,347.01,16.12,3.0,2.73,7.0,6.0,91.13,103.28,72.91,10.18,1.42
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_A,2024-2025,3,328.44,15.85,4.0,3.14,4.0,6.0,101.53,112.7,83.41,11.15,1.35
MNG-2019-0039,Cross_12,Advanced,Hoedspruit_A,2024-2025,1,401.03,14.71,,2.86,4.0,3.0,66.39,118.96,82.61,18.48,1.44
MNG-2019-0039,Cross_12,Advanced,Hoedspruit_A,2024-2025,2,374.54,16.2,5.0,3.08,6.0,3.0,64.21,,84.45,19.84,
MNG-2019-0039,Cross_12,Advanced,Hoedspruit_A,2024-2025,3,408.94,15.21,6.0,3.0,3.0,4.0,63.88,112.91,91.12,19.69,1.24
MNG-2022-0010,Cross_01,Seedling,Hoedspruit_A,2024-2025,1,409.32,16.35,6.0,4.91,6.0,5.0,63.14,114.22,74.44,11.76,1.53
MNG-2022-0010,Cross_01,Seedling,Hoedspruit_A,2024-2025,2,368.68,15.42,6.0,3.91,5.0,5.0,,111.16,77.93,14.37,1.43
MNG-2019-0014,Cross_10,Phase_1,Hoedspruit_A,2024-2025,1,324.07,14.8,5.0,6.78,4.0,4.0,22.78,102.36,84.05,16.37,1.22
MNG-2019-0014,Cross_10,Phase_1,Hoedspruit_A,2024-2025,2,308.49,11.61,5.0,4.81,4.0,4.0,29.85,103.34,76.55,10.89,1.35
MNG-2020-0039,Cross_05,Advanced,Hoedspruit_A,2024-2025,1,296.57,12.8,6.0,5.43,6.0,3.0,75.79,97.54,88.58,9.29,1.1
MNG-2020-0039,Cross_05,Advanced,Hoedspruit_A,2024-2025,3,268.62,12.62,6.0,6.68,4.0,3.0,71.94,113.93,94.71,6.87,1.2
MNG-2022-0023,Cross_10,Seedling,Hoedspruit_A,2024-2025,1,329.08,15.63,7.0,5.63,7.0,6.0,80.68,114.59,75.55,13.92,1.52
MNG-2022-0023,Cross_10,Seedling,Hoedspruit_A,2024-2025,2,278.51,16.48,6.0,5.53,7.0,5.0,78.82,98.29,78.23,14.0,1.26
MNG-2022-0023,Cross_10,Seedling,Hoedspruit_A,2024-2025,3,309.56,15.9,5.0,6.74,6.0,6.0,96.81,106.24,82.31,14.61,1.29
MNG-2021-0007,Cross_02,Seedling,Hoedspruit_A,2024-2025,1,350.42,16.63,4.0,2.24,4.0,5.0,52.62,85.86,68.92,14.92,1.25
MNG-2021-0007,Cross_02,Seedling,Hoedspruit_A,2024-2025,2,332.54,13.81,4.0,2.71,6.0,6.0,50.07,101.08,75.01,15.63,1.35
MNG-2021-0038,Cross_12,Seedling,Hoedspruit_A,2024-2025,1,335.12,11.76,5.0,1.32,7.0,7.0,75.43,109.28,86.9,14.63,1.26
MNG-2021-0038,Cross_12,Seedling,Hoedspruit_A,2024-2025,2,376.25,14.27,5.0,2.97,8.0,7.0,65.04,107.69,70.84,13.91,1.52
MNG-2021-0038,Cross_12,Seedling,Hoedspruit_A,2024-2025,3,,15.02,6.0,3.59,7.0,6.0,75.75,106.26,74.36,,1.43
MNG-2022-0029,Cross_05,Phase_1,Hoedspruit_A,2024-2025,1,313.05,16.63,5.0,2.97,5.0,4.0,96.13,110.96,81.97,15.77,1.35
MNG-2022-0029,Cross_05,Phase_1,Hoedspruit_A,2024-2025,2,303.95,14.3,5.0,1.39,5.0,5.0,66.02,108.49,81.87,14.66,1.33
MNG-2022-0017,Cross_15,Phase_1,Hoedspruit_A,2024-2025,1,341.72,13.51,5.0,2.22,7.0,8.0,74.35,120.33,74.4,12.42,1.62
MNG-2022-0017,Cross_15,Phase_1,Hoedspruit_A,2024-2025,2,327.34,13.92,7.0,3.01,6.0,7.0,73.06,106.86,75.98,12.23,1.41
MNG-2022-0017,Cross_15,Phase_1,Hoedspruit_A,2024-2025,3,344.41,14.8,6.0,2.59,7.0,8.0,95.84,124.12,84.62,11.65,1.47
MNG-2019-0036,Cross_10,Seedling,Hoedspruit_A,2024-2025,1,365.07,13.69,5.0,6.05,6.0,6.0,59.75,98.25,81.86,16.15,1.2
MNG-2019-0036,Cross_10,Seedling,Hoedspruit_A,2024-2025,3,411.14,16.18,4.0,4.76,6.0,6.0,65.38,85.87,65.65,13.86,1.31
MNG-2019-0019,Cross_15,Phase_2,Hoedspruit_A,2024-2025,1,279.15,13.51,5.0,4.31,6.0,5.0,49.48,89.29,80.84,14.24,1.1
MNG-2019-0019,Cross_15,Phase_2,Hoedspruit_A,2024-2025,2,324.16,15.31,6.0,3.14,4.0,6.0,42.31,77.25,74.64,11.37,1.03
MNG-2021-0031,Cross_18,Phase_2,Hoedspruit_A,2024-2025,1,370.19,17.6,4.0,4.21,6.0,5.0,48.95,99.83,76.05,12.45,1.31
MNG-2021-0031,Cross_18,Phase_2,Hoedspruit_A,2024-2025,2,317.91,19.49,5.0,4.72,3.0,5.0,46.49,104.31,74.4,13.54,1.4
MNG-2021-0030,Cross_02,Phase_1,Hoedspruit_A,2024-2025,1,275.61,18.51,6.0,4.29,2.0,6.0,93.46,120.07,90.52,8.91,1.33
MNG-2021-0030,Cross_02,Phase_1,Hoedspruit_A,2024-2025,2,285.2,17.42,7.0,4.58,2.0,4.0,84.4,130.23,86.29,13.2,1.51
MNG-2021-0030,Cross_02,Phase_1,Hoedspruit_A,2024-2025,3,292.77,18.98,6.0,4.91,2.0,4.0,88.18,123.04,99.1,12.77,1.24
MNG-2021-0036,Cross_14,Phase_2,Hoedspruit_A,2024-2025,1,389.78,13.36,5.0,4.0,7.0,4.0,58.86,90.87,80.71,9.96,1.13
MNG-2021-0036,Cross_14,Phase_2,Hoedspruit_A,2024-2025,2,396.09,14.51,5.0,1.99,7.0,3.0,61.36,83.7,79.84,11.46,1.05
MNG-2021-0036,Cross_14,Phase_2,Hoedspruit_A,2024-2025,3,385.69,14.55,5.0,4.05,6.0,3.0,45.12,75.32,73.53,12.84,1.02
MNG-2019-0034,Cross_03,Advanced,Hoedspruit_A,2024-2025,1,324.7,15.56,5.0,4.74,6.0,6.0,,91.18,68.42,16.47,1.33
MNG-2019-0034,Cross_03,Advanced,Hoedspruit_A,2024-2025,2,333.46,16.0,6.0,4.49,6.0,5.0,32.0,95.11,55.87,11.74,1.7
MNG-2019-0034,Cross_03,Advanced,Hoedspruit_A,2024-2025,3,328.02,17.43,5.0,3.32,5.0,6.0,36.92,99.57,64.64,11.55,1.54
MNG-2021-0033,Cross_19,Phase_1,Hoedspruit_A,2024-2025,1,332.6,17.16,3.0,1.62,5.0,5.0,89.24,98.66,97.64,15.81,1.01
MNG-2021-0033,Cross_19,Phase_1,Hoedspruit_A,2024-2025,2,307.8,17.18,2.0,0.85,5.0,5.0,87.51,102.56,78.02,16.51,1.31
MNG-2021-0033,Cross_19,Phase_1,Hoedspruit_A,2024-2025,3,346.57,18.73,3.0,1.84,4.0,6.0,80.89,103.68,84.34,13.96,1.23
MNG-2022-0036,Cross_02,Advanced,Hoedspruit_A,2024-2025,1,327.47,14.07,6.0,2.97,4.0,6.0,102.34,101.73,69.86,11.63,1.46
MNG-2022-0036,Cross_02,Advanced,Hoedspruit_A,2024-2025,2,277.77,16.36,6.0,3.68,,7.0,81.79,94.14,57.26,16.69,1.64
MNG-2019-0015,Cross_10,Seedling,Hoedspruit_A,2024-2025,1,352.87,9.93,6.0,6.03,3.0,5.0,57.77,88.28,86.51,15.82,1.02
MNG-2019-0015,Cross_10,Seedling,Hoedspruit_A,2024-2025,2,424.21,10.75,5.0,5.1,3.0,5.0,51.99,86.21,84.1,18.79,1.03
MNG-2020-0033,Cross_12,Seedling,Hoedspruit_A,2024-2025,1,325.05,16.69,6.0,6.16,3.0,7.0,87.63,91.02,93.77,13.29,0.97
MNG-2020-0033,Cross_12,Seedling,Hoedspruit_A,2024-2025,2,364.45,16.8,4.0,7.67,4.0,6.0,103.48,96.02,87.56,16.3,1.1
MNG-2022-0005,Cross_09,Advanced,Hoedspruit_A,2024-2025,1,375.07,18.02,4.0,2.57,3.0,7.0,25.78,122.82,78.62,13.2,1.56
MNG-2022-0005,Cross_09,Advanced,Hoedspruit_A,2024-2025,2,382.33,,4.0,4.35,4.0,6.0,48.88,118.61,85.26,10.94,1.39
MNG-2022-0005,Cross_09,Advanced,Hoedspruit_A,2024-2025,3,386.67,16.45,,2.93,3.0,7.0,34.69,138.23,68.53,13.11,2.02
MNG-2019-0018,Cross_04,Phase_2,Hoedspruit_A,2024-2025,1,239.29,17.0,5.0,2.62,5.0,5.0,54.79,111.05,71.44,10.41,1.55
MNG-2019-0018,Cross_04,Phase_2,Hoedspruit_A,2024-2025,2,,15.58,6.0,2.31,6.0,5.0,53.58,114.57,70.44,11.99,1.63
MNG-2021-0028,Cross_05,Phase_1,Hoedspruit_A,2024-2025,1,314.08,15.59,4.0,3.37,4.0,4.0,47.31,103.65,71.9,16.76,1.44
MNG-2021-0028,Cross_05,Phase_1,Hoedspruit_A,2024-2025,2,286.29,14.4,4.0,3.21,4.0,4.0,59.63,118.83,60.32,17.39,1.97
MNG-2021-0028,Cross_05,Phase_1,Hoedspruit_A,2024-2025,3,301.17,15.23,4.0,3.72,2.0,5.0,42.86,126.65,72.69,13.51,1.74
MNG-2018-0030,Cross_09,Phase_1,Hoedspruit_A,2024-2025,1,296.66,15.17,3.0,3.25,4.0,5.0,95.81,123.86,67.78,11.35,1.83
MNG-2018-0030,Cross_09,Phase_1,Hoedspruit_A,2024-2025,2,341.07,16.1,4.0,1.83,5.0,4.0,96.8,118.96,65.89,9.09,1.81
MNG-2018-0030,Cross_09,Phase_1,Hoedspruit_A,2024-2025,3,319.22,15.76,2.0,3.84,6.0,5.0,93.65,134.78,56.82,13.22,2.37
MNG-2018-0014,Cross_16,Phase_1,Hoedspruit_A,2024-2025,1,302.6,18.4,6.0,4.63,5.0,2.0,57.81,102.4,93.13,16.29,1.1
MNG-2018-0014,Cross_16,Phase_1,Hoedspruit_A,2024-2025,2,367.13,18.55,6.0,2.73,3.0,5.0,57.81,95.67,86.28,17.91,1.11
MNG-2018-0014,Cross_16,Phase_1,Hoedspruit_A,2024-2025,3,360.51,15.95,6.0,3.19,4.0,4.0,66.09,112.56,80.1,20.4,1.41
MNG-2019-0010,Cross_16,Seedling,Hoedspruit_A,2024-2025,1,359.36,14.3,5.0,4.97,7.0,6.0,61.92,108.56,,13.68,
MNG-2019-0010,Cross_16,Seedling,Hoedspruit_A,2024-2025,2,316.1,13.03,6.0,4.95,8.0,6.0,82.28,88.05,79.35,13.89,1.11
MNG-2019-0010,Cross_16,Seedling,Hoedspruit_A,2024-2025,3,327.98,12.28,5.0,4.62,8.0,7.0,83.75,116.93,77.98,13.48,1.5
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_A,2024-2025,1,324.0,16.32,5.0,3.04,6.0,4.0,108.86,118.11,100.6,18.91,1.17
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_A,2024-2025,2,322.71,17.88,4.0,3.54,4.0,5.0,84.67,123.34,97.24,18.29,1.27
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_A,2024-2025,3,301.89,17.24,5.0,4.01,4.0,4.0,94.95,115.89,93.49,22.59,1.24
MNG-2020-0031,Cross_06,Phase_2,Hoedspruit_A,2024-2025,1,356.32,13.49,5.0,6.5,3.0,5.0,30.49,125.4,81.6,13.74,1.54
MNG-2020-0031,Cross_06,Phase_2,Hoedspruit_A,2024-2025,2,336.82,13.58,,6.25,4.0,6.0,42.59,118.03,80.23,15.1,1.47
MNG-2020-0031,Cross_06,Phase_2,Hoedspruit_A,2024-2025,3,347.7,13.28,6.0,6.08,4.0,5.0,45.61,128.99,87.95,11.82,1.47
MNG-2019-0013,Cross_08,Seedling,Hoedspruit_A,2024-2025,1,349.07,17.03,5.0,4.09,5.0,4.0,62.01,97.59,76.05,14.29,1.28
MNG-2019-0013,Cross_08,Seedling,Hoedspruit_A,2024-2025,2,318.96,15.83,5.0,3.96,5.0,4.0,45.27,123.12,74.33,15.65,1.66
MNG-2018-0003,Cross_14,Seedling,Hoedspruit_A,2024-2025,1,341.44,19.07,6.0,3.9,7.0,6.0,107.06,110.71,83.24,13.3,1.33
MNG-2018-0003,Cross_14,Seedling,Hoedspruit_A,2024-2025,2,379.9,18.72,7.0,4.87,7.0,7.0,98.54,108.21,84.54,11.14,1.28
MNG-2018-0040,Cross_13,Seedling,Hoedspruit_A,2024-2025,1,345.78,14.81,6.0,5.85,8.0,5.0,67.21,96.26,94.46,14.66,1.02
MNG-2018-0040,Cross_13,Seedling,Hoedspruit_A,2024-2025,2,347.56,,6.0,6.2,7.0,5.0,74.52,105.22,89.54,16.13,1.18
MNG-2019-0002,Cross_16,Phase_1,Hoedspruit_A,2024-2025,2,270.04,15.81,7.0,3.83,3.0,5.0,88.85,96.66,75.1,16.68,1.29
MNG-2020-0012,Cross_17,Seedling,Hoedspruit_A,2024-2025,1,412.03,14.04,3.0,3.54,7.0,6.0,49.32,96.75,79.84,13.85,1.21
MNG-2020-0012,Cross_17,Seedling,Hoedspruit_A,2024-2025,2,433.44,13.25,5.0,2.86,6.0,5.0,78.58,90.75,72.59,13.45,1.25
MNG-2020-0012,Cross_17,Seedling,Hoedspruit_A,2024-2025,3,407.68,15.11,5.0,3.12,6.0,6.0,65.75,95.6,68.92,15.05,1.39
MNG-2018-0026,Cross_13,Phase_1,Hoedspruit_A,2024-2025,1,231.2,14.98,5.0,3.79,6.0,6.0,68.36,107.06,82.13,11.41,1.3
MNG-2018-0026,Cross_13,Phase_1,Hoedspruit_A,2024-2025,2,261.55,14.48,4.0,3.61,6.0,6.0,75.44,93.75,75.88,10.85,1.24
MNG-2018-0033,Cross_02,Phase_1,Hoedspruit_A,2024-2025,2,255.37,16.15,5.0,5.25,3.0,5.0,56.44,90.01,73.93,15.67,1.22
MNG-2018-0033,Cross_02,Phase_1,Hoedspruit_A,2024-2025,3,280.17,16.45,4.0,5.1,4.0,6.0,53.33,85.79,74.53,16.47,1.15
MNG-2022-0011,Cross_03,Seedling,Hoedspruit_A,2024-2025,1,306.9,12.11,7.0,5.02,5.0,6.0,75.88,100.11,78.38,12.72,1.28
MNG-2022-0011,Cross_03,Seedling,Hoedspruit_A,2024-2025,2,293.41,13.92,5.0,4.23,5.0,6.0,69.51,117.7,87.47,12.26,1.35
MNG-2022-0011,Cross_03,Seedling,Hoedspruit_A,2024-2025,3,288.08,13.67,6.0,4.39,6.0,7.0,73.3,110.05,86.56,14.71,1.27
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_A,2024-2025,1,337.33,14.8,3.0,2.79,5.0,4.0,67.73,124.53,84.52,14.45,1.47
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_A,2024-2025,2,335.15,15.16,4.0,2.15,4.0,5.0,79.42,121.08,75.72,14.77,1.6
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_A,2024-2025,3,346.19,14.47,4.0,3.89,6.0,6.0,81.29,116.85,83.37,15.26,1.4
MNG-2018-0029,Cross_11,Seedling,Hoedspruit_A,2024-2025,1,365.57,16.07,5.0,3.5,6.0,5.0,62.34,86.61,88.62,14.23,0.98
MNG-2018-0029,Cross_11,Seedling,Hoedspruit_A,2024-2025,2,367.01,15.22,4.0,4.48,6.0,5.0,72.07,99.55,93.86,15.55,1.06
MNG-2020-0026,Cross_16,Seedling,Hoedspruit_A,2024-2025,1,398.07,15.1,5.0,4.38,4.0,6.0,36.17,124.59,85.22,12.09,1.46
MNG-2020-0026,Cross_16,Seedling,Hoedspruit_A,2024-2025,2,423.49,13.47,4.0,5.68,6.0,5.0,55.38,127.08,75.02,12.46,1.69
MNG-2022-0021,Cross_19,Seedling,Hoedspruit_A,2024-2025,1,327.89,15.55,6.0,5.17,6.0,5.0,86.5,118.67,83.45,14.06,1.42
MNG-2022-0021,Cross_19,Seedling,Hoedspruit_A,2024-2025,2,332.27,16.19,5.0,4.33,6.0,6.0,93.53,122.35,86.31,11.48,1.42
MNG-2019-0001,Cross_04,Phase_1,Hoedspruit_A,2024-2025,1,308.81,15.11,6.0,3.5,8.0,4.0,59.92,99.08,63.22,11.82,1.57
MNG-2019-0001,Cross_04,Phase_1,Hoedspruit_A,2024-2025,2,269.49,15.28,5.0,3.65,6.0,3.0,77.38,101.22,61.55,9.35,1.64
MNG-2018-0010,Cross_02,Advanced,Hoedspruit_A,2024-2025,1,417.54,13.58,5.0,5.35,3.0,4.0,35.85,105.92,76.76,14.64,1.38
MNG-2018-0010,Cross_02,Advanced,Hoedspruit_A,2024-2025,2,379.12,13.63,6.0,5.03,3.0,5.0,46.88,92.59,76.32,17.66,1.21
MNG-2019-0008,Cross_18,Phase_1,Hoedspruit_A,2024-2025,1,348.67,16.6,7.0,4.89,6.0,5.0,78.52,81.86,81.16,11.14,1.01
MNG-2019-0008,Cross_18,Phase_1,Hoedspruit_A,2024-2025,2,371.56,16.5,6.0,3.96,6.0,6.0,86.25,94.85,79.46,10.59,1.19
MNG-2018-0032,Cross_05,Advanced,Hoedspruit_A,2024-2025,1,311.99,11.92,6.0,5.18,6.0,4.0,55.33,107.19,79.08,12.22,1.36
MNG-2018-0032,Cross_05,Advanced,Hoedspruit_A,2024-2025,2,314.67,11.98,6.0,3.21,7.0,5.0,57.49,121.35,85.48,16.14,1.42
MNG-2018-0032,Cross_05,Advanced,Hoedspruit_A,2024-2025,3,,13.08,7.0,3.24,6.0,4.0,58.81,117.84,88.82,,1.33
MNG-2022-0020,Cross_11,Advanced,Hoedspruit_A,2024-2025,1,258.21,13.72,6.0,3.98,4.0,4.0,100.19,124.79,75.64,11.68,1.65
MNG-2022-0020,Cross_11,Advanced,Hoedspruit_A,2024-2025,2,240.34,15.56,5.0,2.27,3.0,6.0,99.26,113.13,77.27,12.8,1.46
MNG-2022-0020,Cross_11,Advanced,Hoedspruit_A,2024-2025,3,274.29,15.22,5.0,4.01,3.0,6.0,112.5,126.88,78.92,14.49,1.61
MNG-2019-0031,Cross_16,Seedling,Hoedspruit_A,2024-2025,1,319.42,14.21,6.0,5.53,7.0,7.0,85.52,110.14,85.11,14.5,1.29
MNG-2019-0031,Cross_16,Seedling,Hoedspruit_A,2024-2025,2,350.44,13.85,6.0,5.07,7.0,6.0,73.92,113.62,,13.68,
MNG-2022-0038,Cross_03,Advanced,Hoedspruit_A,2024-2025,1,357.46,16.8,2.0,2.91,4.0,5.0,90.59,120.61,86.53,9.66,1.39
